order_id,line_no,customer_id,material_code,quantity,unit_price,order_date,ship_to_city
SO-100141,3,C1007,MAT-1018,2,94.60,2026-07-14,Çorum
SO-100142,1,C1009,MAT-1010,200,4.60,2026-07-23,Gaziantep
SO-100142,2,C1009,MAT-1018,3,94.60,2026-07-23,Gaziantep
SO-100142,3,C1009,MAT-1001,20,145.50,2026-07-23,Gaziantep
SO-100142,4,C1009,MAT-1003,40,62.00,2026-07-23,Gaziantep
SO-100143,1,C1016,MAT-1010,150,4.60,23.07.2026,Diyarbakýr
SO-100143,2,C1016,MAT-1018,12,94.60,23.07.2026,Diyarbakýr
SO-100143,3,C1016,MAT-1006,150,128.90,23.07.2026,Diyarbakýr
SO-100143,4,C1016,MAT-1002,5,89.75,23.07.2026,Diyarbakýr
SO-100144,1,C1010,MAT-1003,25,62.00,2026-07-02,Kütahya
SO-100144,2,C1010,MAT-1002,5,89.75,2026-07-02,Kütahya
SO-100144,3,C1010,MAT-1016,25,185.00,2026-07-02,Kütahya
SO-100145,1,C1015,MAT-1015,8,41.25,2026-07-20,Bursa
SO-100145,2,C1015,MAT-1012,10,58.30,2026-07-20,Bursa
SO-100145,3,C1015,MAT-1004,8,1.85,2026-07-20,Bursa
SO-100145,4,C1015,MAT-1007,10,410.00,2026-07-20,Bursa
SO-100146,1,C1009,MAT-1008,5,76.40,2026-07-04,Muðla
SO-100146,2,C1009,MAT-1010,3,4.60,2026-07-04,Muðla
SO-100147,1,C1020,MAT-1018,3,94.60,2026-07-23,Kýrþehir
SO-100147,2,C1020,MAT-1005,12,34.20,2026-07-23,Kýrþehir
SO-100148,1,C1011,MAT-1009,12,22.50,2026-07-26,Çorum
SO-100148,2,C1011,MAT-1017,150,310.00,2026-07-26,Çorum
SO-100148,3,C1011,MAT-1012,2,58.30,2026-07-26,Çorum
SO-100148,4,C1011,MAT-1006,10,128.90,2026-07-26,Çorum
SO-100149,1,C1017,MAT-1015,40,41.25,05.07.2026,Gaziantep
SO-100149,2,C1017,MAT-1003,5,62.00,05.07.2026,Gaziantep
SO-100149,3,C1017,MAT-1018,12,94.60,05.07.2026,Gaziantep
SO-100150,1,C1018,MAT-1013,8,295.00,2026-07-19,Þanlýurfa
SO-100150,2,C1018,MAT-1009,150,22.50,2026-07-19,Þanlýurfa
SO-100151,1,C1011,MAT-1001,50,145.50,2026-07-04,Ýzmir
SO-100151,2,C1011,MAT-1014,40,67.80,2026-07-04,Ýzmir
order_id,line_no,customer_id,material_code,quantity,unit_price,order_date,ship_to_city
SO-100151,3,C1011,MAT-1003,12,62.00,2026-07-04,Ýzmir
SO-100152,1,C1017,MAT-1014,150,67.80,2026-07-05,Muðla
SO-100152,2,C1017,MAT-1010,200,4.60,2026-07-05,Muðla
SO-100152,3,C1017,MAT-1009,1,22.50,2026-07-05,Muðla
SO-100153,1,C1009,MAT-1014,150,67.80,2026-07-07,Bursa
SO-100153,2,C1009,MAT-1012,20,58.30,2026-07-07,Bursa
SO-100153,3,C1009,MAT-1015,150,41.25,2026-07-07,Bursa
SO-100154,1,C1001,MAT-1015,25,41.25,2026-07-16,Gaziantep
SO-100154,2,C1001,MAT-1011,8,1250.00,2026-07-16,Gaziantep
SO-100154,3,C1001,MAT-1013,1,295.00,2026-07-16,Gaziantep
SO-100154,4,C1001,MAT-1012,20,58.30,2026-07-16,Gaziantep
SO-100155,1,C1001,MAT-1014,1,67.80,07/24/2026,Çorum
SO-100155,2,C1001,MAT-1011,20,1250.00,07/24/2026,Çorum
SO-100155,3,C1001,MAT-1005,10,34.20,07/24/2026,Çorum
SO-100156,1,C1008,MAT-1010,8,4.60,2026-07-21,Þanlýurfa
SO-100156,2,C1008,MAT-1011,5,1250.00,2026-07-21,Þanlýurfa
SO-100156,3,C1008,MAT-1004,12,1.85,2026-07-21,Þanlýurfa
SO-100157,1,C1013,MAT-1005,12,34.20,2026-07-12,Ýzmir
SO-100157,2,C1013,MAT-1003,20,62.00,2026-07-12,Ýzmir
SO-100157,3,C1013,MAT-1011,2,1250.00,2026-07-12,Ýzmir
SO-100158,1,C1014,MAT-1018,150,94.60,26.07.2026,Ýstanbul
SO-100158,2,C1014,MAT-1007,100,410.00,26.07.2026,Ýstanbul
SO-100158,3,C1014,MAT-1013,100,295.00,26.07.2026,Ýstanbul
SO-100159,1,C1014,MAT-1011,10,1250.00,2026-07-28,Muðla
SO-100160,1,C1007,MAT-1001,10,145.50,2026-07-29,Aðrý
SO-100160,2,C1007,MAT-1015,100,41.25,2026-07-29,Aðrý
SO-100160,3,C1007,MAT-1011,100,1250.00,2026-07-29,Aðrý
SO-100160,4,C1007,MAT-1010,20,4.60,2026-07-29,Aðrý
SO-100161,1,C1017,MAT-1005,50,34.20,27.07.2026,Þanlýurfa
SO-100161,2,C1017,MAT-1016,5,185.00,27.07.2026,Þanlýurfa
SO-100162,1,C1018,MAT-1006,150,128.90,20.07.2026,Aðrý
SO-100162,2,C1018,MAT-1009,10,22.50,20.07.2026,Aðrý
SO-100163,1,C1007,MAT-1018,5,94.60,2026-07-04,Þanlýurfa
SO-100163,2,C1007,MAT-1012,200,58.30,2026-07-04,Þanlýurfa
SO-100164,1,C1011,MAT-1016,3,185.00,2026-07-06,Diyarbakýr
SO-100164,2,C1011,MAT-1006,200,128.90,2026-07-06,Diyarbakýr
SO-100165,1,C1005,MAT-1005,50,34.20,2026-07-30,Bursa
SO-100166,1,C1004,MAT-1005,20,34.20,2026-07-17,Muðla
SO-100166,2,C1004,MAT-1017,20,310.00,2026-07-17,Muðla
SO-100167,1,C1013,MAT-1001,2,145.50,2026-07-05,Gaziantep
SO-100167,2,C1013,MAT-1003,20,62.00,2026-07-05,Gaziantep
SO-100167,3,C1013,MAT-1005,12,34.20,2026-07-05,Gaziantep
SO-100168,1,C1014,MAT-1014,25,67.80,2026-07-29,Þanlýurfa
SO-100168,2,C1014,MAT-1012,100,58.30,2026-07-29,Þanlýurfa
SO-100169,1,C1017,MAT-1017,10,310.00,30.07.2026,Muðla
SO-100169,2,C1017,MAT-1007,1,410.00,30.07.2026,Muðla
SO-100170,1,C1014,MAT-1013,12,295.00,29.07.2026,Nevþehir
SO-100170,2,C1014,MAT-1012,8,58.30,29.07.2026,Nevþehir
SO-100171,1,C1007,MAT-1017,200,310.00,05.07.2026,Aðrý
SO-100171,2,C1007,MAT-1008,3,76.40,05.07.2026,Aðrý
SO-100172,1,C1002,MAT-1012,1,58.30,2026-07-27,Bursa
SO-100172,1,C1002,MAT-1012,1,58.30,2026-07-27,Bursa
SO-100172,2,C1002,MAT-1004,12,1.85,2026-07-27,Bursa
SO-100173,1,C1002,MAT-1015,1,41.25,2026-07-17,Kütahya
SO-100173,2,C1002,MAT-1004,8,1.85,2026-07-17,Kütahya
SO-100173,3,C1002,MAT-1016,25,185.00,2026-07-17,Kütahya
SO-100174,1,C1010,MAT-1015,20,41.25,26.07.2026,Çorum
SO-100174,2,C1010,MAT-1003,200,62.00,26.07.2026,Çorum
SO-100175,1,C1011,MAT-1006,200,128.90,03.07.2026,Gaziantep
SO-100176,1,C1019,MAT-1003,50,62.00,01.07.2026,Aðrý
SO-100176,2,C1019,MAT-1001,20,145.50,01.07.2026,Aðrý
SO-100176,3,C1019,MAT-1002,1,89.75,01.07.2026,Aðrý
SO-100177,1,C1001,MAT-1013,1,295.00,20.07.2026,Kýrþehir
SO-100178,1,C1007,MAT-1006,20,128.90,28.07.2026,Muðla
SO-100178,2,C1007,MAT-1005,8,34.20,28.07.2026,Muðla
SO-100178,3,C1007,MAT-1009,150,22.50,28.07.2026,Muðla
SO-100178,4,C1007,MAT-1003,150,62.00,28.07.2026,Muðla
SO-100179,1,C1014,MAT-1010,100,4.60,2026-07-28,Diyarbakýr
SO-100179,2,C1014,MAT-1007,25,410.00,2026-07-28,Diyarbakýr
SO-100179,3,C1014,MAT-1009,20,22.50,2026-07-28,Diyarbakýr
SO-100179,4,C1014,MAT-1006,200,128.90,2026-07-28,Diyarbakýr
SO-100180,1,C1015,MAT-1005,10,34.20,2026-07-14,Nevþehir
SO-100180,2,C1015,MAT-1012,40,58.30,2026-07-14,Nevþehir
SO-100180,3,C1015,MAT-1004,5,1.85,2026-07-14,Nevþehir
SO-100181,1,C1002,MAT-1010,10,4.60,2026-07-01,Aðrý
SO-100181,2,C1002,MAT-1009,1,22.50,2026-07-01,Aðrý
SO-100182,1,C1004,MAT-1018,5,94.60,2026-07-25,Çorum
SO-100182,2,C1004,MAT-1012,10,58.30,2026-07-25,Çorum
SO-100182,3,C1004,MAT-1011,3,1250.00,2026-07-25,Çorum
SO-100183,1,C1011,MAT-1001,20,145.50,2026-07-29,Aðrý
SO-100183,2,C1011,MAT-1018,2,94.60,2026-07-29,Aðrý
SO-100184,1,C1009,MAT-1015,12,41.25,08.07.2026,Çorum
SO-100184,2,C1009,MAT-1007,25,410.00,08.07.2026,Çorum
SO-100184,3,C1009,MAT-1004,2,1.85,08.07.2026,Çorum
SO-100185,1,C1019,MAT-1018,8,94.60,07/20/2026,Ýstanbul
SO-100185,2,C1019,MAT-1004,100,1.85,07/20/2026,Ýstanbul
SO-100186,1,C1007,MAT-1017,2,310.00,18.07.2026,Muðla
SO-100186,2,C1007,MAT-1013,40,295.00,18.07.2026,Muðla
SO-100187,1,C1011,MAT-1012,25,58.30,2026-07-24,Þanlýurfa
SO-100188,1,C1015,MAT-1014,8,67.80,21.07.2026,Ýzmir
SO-100189,1,C1010,MAT-1014,10,67.80,01.07.2026,Kütahya
SO-100189,2,C1010,MAT-1017,2,310.00,01.07.2026,Kütahya
SO-100189,3,C1010,MAT-1018,20,94.60,01.07.2026,Kütahya
SO-100189,4,C1010,MAT-1007,20,410.00,01.07.2026,Kütahya
SO-100190,1,C1018,MAT-1018,20,94.60,2026-07-02,Çorum
SO-100190,2,C1018,MAT-1009,1,22.50,2026-07-02,Çorum
SO-100190,3,C1018,MAT-1003,200,62.00,2026-07-02,Çorum
SO-100190,4,C1018,MAT-1005,5,34.20,2026-07-02,Çorum
SO-100191,1,C1013,MAT-1015,150,41.25,2026-07-18,Nevþehir
SO-100191,2,C1013,MAT-1016,40,185.00,2026-07-18,Nevþehir
SO-100191,3,C1013,MAT-1003,50,62.00,2026-07-18,Nevþehir
SO-100191,4,C1013,MAT-1010,150,4.60,2026-07-18,Nevþehir
SO-100191,4,C1013,MAT-1010,150,4.60,2026-07-18,Nevþehir
SO-100192,1,C1004,MAT-1006,25,128.90,07/11/2026,Þanlýurfa
SO-100192,2,C1004,MAT-1013,12,295.00,07/11/2026,Þanlýurfa
SO-100193,1,C1014,MAT-1010,1,4.60,2026-07-09,Diyarbakýr
SO-100193,2,C1014,MAT-1012,20,58.30,2026-07-09,Diyarbakýr
SO-100194,1,C1005,MAT-1018,8,94.60,2026-07-09,Kýrþehir
SO-100194,2,C1005,MAT-1002,50,89.75,2026-07-09,Kýrþehir
SO-100195,1,C1007,MAT-1014,20,67.80,2026-07-11,Þanlýurfa
SO-100196,1,C1007,MAT-1015,8,41.25,2026-07-16,Ýstanbul
SO-100196,2,C1007,MAT-1006,2,128.90,2026-07-16,Ýstanbul
SO-100197,1,C1008,MAT-1015,10,41.25,2026-07-17,Kýrþehir
SO-100198,1,C1014,MAT-1008,200,76.40,2026-07-13,Ýzmir
SO-100199,1,C1004,MAT-1015,5,41.25,27.07.2026,Aðrý
SO-100199,2,C1004,MAT-1001,12,145.50,27.07.2026,Aðrý
SO-100200,1,C1014,MAT-1012,50,58.30,2026-07-08,Çorum
SO-100200,2,C1014,MAT-1003,2,62.00,2026-07-08,Çorum
SO-100200,3,C1014,MAT-1008,8,76.40,2026-07-08,Çorum
SO-100201,1,C1013,MAT-1010,50,4.60,13.07.2026,Kütahya
SO-100201,2,C1013,MAT-1007,3,410.00,13.07.2026,Kütahya
SO-100202,1,C1011,MAT-1007,150,410.00,25.07.2026,Bursa
SO-100202,2,C1011,MAT-1001,2,145.50,25.07.2026,Bursa
SO-100203,1,C1020,MAT-1009,2,22.50,27.07.2026,Ýstanbul
SO-100204,1,C1016,MAT-1008,40,76.40,2026-07-29,Çorum
SO-100205,1,C1001,MAT-1001,25,145.50,12.07.2026,Nevþehir
SO-100206,1,C1004,MAT-1015,5,41.25,2026-07-28,Nevþehir
SO-100206,2,C1004,MAT-1004,2,1.85,2026-07-28,Nevþehir
SO-100206,3,C1004,MAT-1009,10,22.50,2026-07-28,Nevþehir
SO-100206,4,C1004,MAT-1001,12,145.50,2026-07-28,Nevþehir
SO-100207,1,C1008,MAT-1007,50,410.00,2026-07-10,Ýzmir
SO-100207,2,C1008,MAT-1009,20,22.50,2026-07-10,Ýzmir
SO-100207,3,C1008,MAT-1008,40,76.40,2026-07-10,Ýzmir
SO-100208,1,C1019,MAT-1013,50,295.00,2026-07-17,Nevþehir
SO-100208,2,C1019,MAT-1005,25,34.20,2026-07-17,Nevþehir
SO-100208,3,C1019,MAT-1001,12,145.50,2026-07-17,Nevþehir
SO-100208,4,C1019,MAT-1015,100,41.25,2026-07-17,Nevþehir
SO-100209,1,C1014,MAT-1015,3,41.25,2026-07-14,Ýstanbul
SO-100209,2,C1014,MAT-1012,100,58.30,2026-07-14,Ýstanbul
SO-100210,1,C1003,MAT-1003,100,62.00,2026-07-10,Ýstanbul
SO-100211,1,C1001,MAT-1015,40,41.25,2026-07-28,Kütahya
SO-100211,2,C1001,MAT-1007,3,410.00,2026-07-28,Kütahya
SO-100211,3,C1001,MAT-1006,2,128.90,2026-07-28,Kütahya
SO-100212,1,C1001,MAT-1003,20,62.00,2026-07-13,Ýzmir
SO-100212,2,C1001,MAT-1015,12,41.25,2026-07-13,Ýzmir
SO-100213,1,C1005,MAT-1011,3,1250.00,2026-07-01,Diyarbakýr
SO-100213,2,C1005,MAT-1010,1,4.60,2026-07-01,Diyarbakýr
SO-100213,3,C1005,MAT-1012,20,58.30,2026-07-01,Diyarbakýr
SO-100213,4,C1005,MAT-1009,25,22.50,2026-07-01,Diyarbakýr
SO-100214,1,C1007,MAT-1008,5,76.40,07/27/2026,Þanlýurfa
SO-100214,2,C1007,MAT-1002,20,89.75,07/27/2026,Þanlýurfa
SO-100215,1,C1017,MAT-1013,200,295.00,23.07.2026,Nevþehir
SO-100215,2,C1017,MAT-1011,40,1250.00,23.07.2026,Nevþehir
SO-100215,3,C1017,MAT-1012,20,58.30,23.07.2026,Nevþehir
SO-100215,4,C1017,MAT-1015,8,41.25,23.07.2026,Nevþehir
SO-100216,1,C1009,MAT-1011,150,1250.00,2026-07-12,Diyarbakýr
SO-100216,2,C1009,MAT-1003,10,62.00,2026-07-12,Diyarbakýr
SO-100216,3,C1009,MAT-1018,200,94.60,2026-07-12,Diyarbakýr
SO-100217,1,C1018,MAT-1015,100,41.25,2026-07-26,Ýzmir
SO-100218,1,C1008,MAT-1013,100,295.00,07/06/2026,Diyarbakýr
SO-100218,2,C1008,MAT-1008,25,76.40,07/06/2026,Diyarbakýr
SO-100219,1,C1014,MAT-1004,200,1.85,2026-07-10,Çorum
SO-100219,2,C1014,MAT-1014,100,67.80,2026-07-10,Çorum
SO-100220,1,C1014,MAT-1015,150,41.25,2026-07-24,Diyarbakýr
SO-100220,2,C1014,MAT-1010,20,4.60,2026-07-24,Diyarbakýr
SO-100220,3,C1014,MAT-1014,5,67.80,2026-07-24,Diyarbakýr
SO-100220,4,C1014,MAT-1018,25,94.60,2026-07-24,Diyarbakýr
SO-100221,1,C1009,MAT-1003,5,62.00,07.07.2026,Çorum
SO-100221,2,C1009,MAT-1010,8,4.60,07.07.2026,Çorum
SO-100222,1,C1002,MAT-1001,100,145.50,2026-07-27,Ýstanbul
SO-100222,2,C1002,MAT-1015,40,41.25,2026-07-27,Ýstanbul
SO-100329,1,C1002,MAT-1008,7
SO-100222,3,C1002,MAT-1013,150,295.00,2026-07-27,Ýstanbul
SO-100222,4,C1002,MAT-1003,100,62.00,2026-07-27,Ýstanbul
SO-100223,1,C1013,MAT-1015,150,41.25,2026-07-01,Kýrþehir
SO-100224,1,C1015,MAT-1004,150,1.85,2026-07-13,Ýstanbul
SO-100224,2,C1015,MAT-1017,5,310.00,2026-07-13,Ýstanbul
SO-100224,3,C1015,MAT-1003,2,62.00,2026-07-13,Ýstanbul
SO-100225,1,C1014,MAT-1015,3,41.25,2026-07-20,Diyarbakýr
SO-100225,2,C1014,MAT-1001,12,145.50,2026-07-20,Diyarbakýr
SO-100225,3,C1014,MAT-1003,50,62.00,2026-07-20,Diyarbakýr
SO-100226,1,C1020,MAT-1003,3,62.00,20.07.2026,Aðrý
SO-100226,2,C1020,MAT-1006,200,128.90,20.07.2026,Aðrý
SO-100226,3,C1020,MAT-1001,8,145.50,20.07.2026,Aðrý
SO-100226,4,C1020,MAT-1010,20,4.60,20.07.2026,Aðrý
SO-100227,1,C1008,MAT-1013,3,295.00,2026-07-17,Aðrý
SO-100227,2,C1008,MAT-1001,50,145.50,2026-07-17,Aðrý
SO-100228,1,C1007,MAT-1006,200,128.90,2026-07-23,Bursa
SO-100228,2,C1007,MAT-1009,10,22.50,2026-07-23,Bursa
SO-100228,3,C1007,MAT-1003,3,62.00,2026-07-23,Bursa
SO-100229,1,C1013,MAT-1013,25,295.00,2026-07-19,Çorum
SO-100230,1,C1014,MAT-1010,40,4.60,2026-07-20,Aðrý
SO-100230,2,C1014,MAT-1002,50,89.75,2026-07-20,Aðrý
SO-100230,3,C1014,MAT-1003,10,62.00,2026-07-20,Aðrý
SO-100230,4,C1014,MAT-1018,20,94.60,2026-07-20,Aðrý
SO-100231,1,C1009,MAT-1009,3,22.50,2026-07-04,Bursa
SO-100232,1,C1004,MAT-1009,10,22.50,2026-07-09,Nevþehir
SO-100232,2,C1004,MAT-1006,10,128.90,2026-07-09,Nevþehir
SO-100232,3,C1004,MAT-1017,20,310.00,2026-07-09,Nevþehir
SO-100232,4,C1004,MAT-1002,10,89.75,2026-07-09,Nevþehir
SO-100233,1,C1001,MAT-1009,1,22.50,2026-07-05,Ýzmir
SO-100233,2,C1001,MAT-1017,100,310.00,2026-07-05,Ýzmir
SO-100234,1,C1005,MAT-1007,10,410.00,2026-07-12,Þanlýurfa
SO-100234,2,C1005,MAT-1013,25,295.00,2026-07-12,Þanlýurfa
SO-100234,3,C1005,MAT-1006,10,128.90,2026-07-12,Þanlýurfa
SO-100234,4,C1005,MAT-1002,5,89.75,2026-07-12,Þanlýurfa
SO-100235,1,C1009,MAT-1014,100,67.80,2026-07-20,Þanlýurfa
SO-100235,2,C1009,MAT-1001,12,145.50,2026-07-20,Þanlýurfa
SO-100236,1,C1017,MAT-1005,10,34.20,21.07.2026,Diyarbakýr
SO-100236,2,C1017,MAT-1009,2,22.50,21.07.2026,Diyarbakýr
SO-100237,1,C1004,MAT-1001,2,145.50,2026-07-10,Bursa
SO-100238,1,C1020,MAT-1004,8,1.85,2026-07-15,Þanlýurfa
SO-100238,2,C1020,MAT-1011,5,1250.00,2026-07-15,Þanlýurfa
SO-100238,3,C1020,MAT-1002,12,89.75,2026-07-15,Þanlýurfa
SO-100239,1,C1009,MAT-1007,10,410.00,2026-07-21,Gaziantep
SO-100239,2,C1009,MAT-1005,2,34.20,2026-07-21,Gaziantep
SO-100239,3,C1009,MAT-1006,12,128.90,2026-07-21,Gaziantep
SO-100240,1,C1001,MAT-1012,2,58.30,2026-07-18,Çorum
SO-100241,1,C1019,MAT-1013,40,295.00,2026-07-02,Muðla
SO-100242,1,C1009,MAT-1017,150,310.00,2026-07-04,Kýrþehir
SO-100242,2,C1009,MAT-1016,10,185.00,2026-07-04,Kýrþehir
SO-100243,1,C1011,MAT-1011,50,1250.00,2026-07-29,Kýrþehir
SO-100243,2,C1011,MAT-1015,8,41.25,2026-07-29,Kýrþehir
SO-100243,3,C1011,MAT-1018,50,94.60,2026-07-29,Kýrþehir
SO-100244,1,C1020,MAT-1008,2,76.40,2026-07-11,Ýstanbul
SO-100244,2,C1020,MAT-1016,150,185.00,2026-07-11,Ýstanbul
SO-100245,1,C1009,MAT-1017,40,310.00,2026-07-17,Diyarbakýr
SO-100245,2,C1009,MAT-1015,40,41.25,2026-07-17,Diyarbakýr
SO-100246,1,C1014,MAT-1006,100,128.90,2026-07-01,Bursa
SO-100246,2,C1014,MAT-1011,20,1250.00,2026-07-01,Bursa
SO-100247,1,C1010,MAT-1001,12,145.50,02.07.2026,Gaziantep
SO-100247,2,C1010,MAT-1009,3,22.50,02.07.2026,Gaziantep
SO-100247,3,C1010,MAT-1006,2,128.90,02.07.2026,Gaziantep
SO-100247,4,C1010,MAT-1017,20,310.00,02.07.2026,Gaziantep
SO-100248,1,C1020,MAT-1010,1,4.60,2026-07-29,Kýrþehir
SO-100248,2,C1020,MAT-1016,200,185.00,2026-07-29,Kýrþehir
SO-100248,3,C1020,MAT-1005,50,34.20,2026-07-29,Kýrþehir
SO-100249,1,C1005,MAT-1018,50,94.60,2026-07-11,Þanlýurfa
SO-100250,1,C1020,MAT-1003,50,62.00,2026-07-22,Diyarbakýr
SO-100250,2,C1020,MAT-1011,1,1250.00,2026-07-22,Diyarbakýr
SO-100251,1,C1018,MAT-1002,150,89.75,2026-07-06,Muðla
SO-100252,1,C1011,MAT-1012,50,58.30,2026-07-28,Gaziantep
SO-100252,2,C1011,MAT-1006,3,128.90,2026-07-28,Gaziantep
SO-100253,1,C1009,MAT-1010,1,4.60,2026-07-13,Nevþehir
SO-100253,2,C1009,MAT-1002,20,89.75,2026-07-13,Nevþehir
SO-100254,1,C1009,MAT-1011,10,1250.00,2026-07-19,Ýstanbul
SO-100254,2,C1009,MAT-1005,40,34.20,2026-07-19,Ýstanbul
SO-100254,3,C1009,MAT-1014,100,67.80,2026-07-19,Ýstanbul
SO-100254,4,C1009,MAT-1001,2,145.50,2026-07-19,Ýstanbul
SO-100255,1,C1015,MAT-1018,40,94.60,2026-07-14,Bursa
SO-100255,2,C1015,MAT-1004,25,1.85,2026-07-14,Bursa
SO-100256,1,C1007,MAT-1003,25,62.00,2026-07-22,Ýzmir
SO-100256,2,C1007,MAT-1009,100,22.50,2026-07-22,Ýzmir
SO-100257,1,C1015,MAT-1013,100,295.00,2026-07-09,Bursa
SO-100257,2,C1015,MAT-1014,2,67.80,2026-07-09,Bursa
SO-100257,3,C1015,MAT-1002,8,89.75,2026-07-09,Bursa
SO-100257,4,C1015,MAT-1015,150,41.25,2026-07-09,Bursa
SO-100258,1,C1007,MAT-1008,50,76.40,2026-07-21,Ýstanbul
SO-100258,2,C1007,MAT-1018,12,94.60,2026-07-21,Ýstanbul
SO-100258,3,C1007,MAT-1007,200,410.00,2026-07-21,Ýstanbul
SO-100259,1,C1010,MAT-1015,1,41.25,2026-07-13,Ýzmir
SO-100259,2,C1010,MAT-1011,1,1250.00,2026-07-13,Ýzmir
SO-100260,1,C1010,MAT-1015,12,41.25,2026-07-10,Ýstanbul
SO-100260,2,C1010,MAT-1005,25,34.20,2026-07-10,Ýstanbul
SO-100261,1,C1020,MAT-1018,12,94.60,2026-07-14,Gaziantep
SO-100261,2,C1020,MAT-1017,25,310.00,2026-07-14,Gaziantep
SO-100261,3,C1020,MAT-1011,1,1250.00,2026-07-14,Gaziantep
SO-100262,1,C1019,MAT-1017,25,310.00,2026-07-30,Bursa
SO-100263,1,C1004,MAT-1017,150,310.00,2026-07-13,Aðrý
SO-100264,1,C1015,MAT-1003,20,62.00,2026-07-15,Nevþehir
SO-100264,2,C1015,MAT-1008,100,76.40,2026-07-15,Nevþehir
SO-100264,3,C1015,MAT-1017,5,310.00,2026-07-15,Nevþehir
SO-100265,1,C1017,MAT-1010,5,4.60,14.07.2026,Kýrþehir
SO-100266,1,C1018,MAT-1012,200,58.30,25.07.2026,Aðrý
SO-100267,1,C1015,MAT-1015,200,41.25,2026-07-07,Aðrý
SO-100268,1,C1018,MAT-1012,25,58.30,2026-07-25,Nevþehir
SO-100269,1,C1014,MAT-1016,1,185.00,2026-07-03,Bursa
SO-100270,1,C1014,MAT-1011,100,1250.00,2026-07-02,Aðrý
SO-100270,2,C1014,MAT-1004,150,1.85,2026-07-02,Aðrý
SO-100270,3,C1014,MAT-1018,50,94.60,2026-07-02,Aðrý
SO-100270,4,C1014,MAT-1009,40,22.50,2026-07-02,Aðrý
SO-100271,1,C1019,MAT-1011,12,1250.00,2026-07-24,Muðla
SO-100271,2,C1019,MAT-1007,5,410.00,2026-07-24,Muðla
SO-100271,3,C1019,MAT-1014,2,67.80,2026-07-24,Muðla
SO-100272,1,C1002,MAT-1010,20,4.60,14.07.2026,Þanlýurfa
SO-100272,2,C1002,MAT-1018,40,94.60,14.07.2026,Þanlýurfa
SO-100272,3,C1002,MAT-1017,150,310.00,14.07.2026,Þanlýurfa
SO-100272,4,C1002,MAT-1004,5,1.85,14.07.2026,Þanlýurfa
SO-100273,1,C1002,MAT-1002,50,89.75,2026-07-25,Aðrý
SO-100273,2,C1002,MAT-1015,3,41.25,2026-07-25,Aðrý
SO-100273,3,C1002,MAT-1009,3,22.50,2026-07-25,Aðrý
SO-100274,1,C1020,MAT-1008,25,76.40,2026-07-09,Muðla
SO-100274,2,C1020,MAT-1009,20,22.50,2026-07-09,Muðla
SO-100274,3,C1020,MAT-1003,8,62.00,2026-07-09,Muðla
SO-100275,1,C1019,MAT-1003,150,62.00,07/24/2026,Nevþehir
SO-100275,2,C1019,MAT-1017,100,310.00,07/24/2026,Nevþehir
SO-100275,3,C1019,MAT-1008,150,76.40,07/24/2026,Nevþehir
SO-100276,1,C1008,MAT-1009,12,22.50,2026-07-09,Nevþehir
SO-100276,2,C1008,MAT-1008,50,76.40,2026-07-09,Nevþehir
SO-100276,3,C1008,MAT-1007,200,410.00,2026-07-09,Nevþehir
SO-100277,1,C1005,MAT-1004,1,1.85,27.07.2026,Bursa
SO-100277,2,C1005,MAT-1010,5,4.60,27.07.2026,Bursa
SO-100277,3,C1005,MAT-1012,20,58.30,27.07.2026,Bursa
SO-100278,1,C1015,MAT-1013,10,295.00,2026-07-07,Nevþehir
SO-100278,2,C1015,MAT-1005,40,34.20,2026-07-07,Nevþehir
SO-100279,1,C1002,MAT-1009,25,22.50,2026-07-14,Kütahya
SO-100279,2,C1002,MAT-1002,25,89.75,2026-07-14,Kütahya
SO-100279,3,C1002,MAT-1005,3,34.20,2026-07-14,Kütahya
SO-100280,1,C1016,MAT-1002,100,89.75,2026-07-20,Kýrþehir
SO-100280,2,C1016,MAT-1003,3,62.00,2026-07-20,Kýrþehir
SO-100280,3,C1016,MAT-1010,8,4.60,2026-07-20,Kýrþehir
SO-100280,4,C1016,MAT-1018,5,94.60,2026-07-20,Kýrþehir
SO-100281,1,C1004,MAT-1012,200,58.30,2026-07-03,Çorum
SO-100282,1,C1007,MAT-1010,1,4.60,25.07.2026,Ýstanbul
SO-100282,2,C1007,MAT-1016,20,185.00,25.07.2026,Ýstanbul
SO-100282,3,C1007,MAT-1009,40,22.50,25.07.2026,Ýstanbul
SO-100283,1,C1009,MAT-1003,50,62.00,2026-07-22,Çorum
SO-100284,1,C1016,MAT-1013,200,295.00,15.07.2026,Aðrý
SO-100284,2,C1016,MAT-1015,2,41.25,15.07.2026,Aðrý
SO-100284,3,C1016,MAT-1005,200,34.20,15.07.2026,Aðrý
SO-100285,1,C1010,MAT-1014,5,67.80,2026-07-01,Ýzmir
SO-100285,2,C1010,MAT-1013,40,295.00,2026-07-01,Ýzmir
SO-100286,1,C1013,MAT-1007,20,410.00,2026-07-05,Kýrþehir
SO-100287,1,C1017,MAT-1010,50,4.60,21.07.2026,Kýrþehir
SO-100287,2,C1017,MAT-1007,5,410.00,21.07.2026,Kýrþehir
SO-100287,3,C1017,MAT-1003,5,62.00,21.07.2026,Kýrþehir
SO-100287,4,C1017,MAT-1004,200,1.85,21.07.2026,Kýrþehir
